id,time_id,site_id,project_id,account_id,variance,budgeted_cost,actual_cost,created_at,created_by,date,day,day_name,month,year,site_name,region,latitude,longitude,project_name,project_manager,status,start_date,end_date,account_name,account_type,budget_category,cost
496,14,16,5,11,Under,172928,89232,2022-10-11,user_34,20220115,15,Saturday,1,2022,Site 16,East,70,136,Project 5,Manager 5,On Hold,2022-10-13,2023-04-23,Account 11,CAPEX,Infrastructure,9981
773,95,13,47,11,Under,165302,198633,2023-08-09,user_77,20220406,6,Wednesday,4,2022,Site 13,North,1,-4,Project 47,Manager 5,Completed,2022-05-08,2023-02-08,Account 11,CAPEX,Infrastructure,9981
706,17,16,15,11,On Budget,173990,202363,2022-12-22,user_57,20220118,18,Tuesday,1,2022,Site 16,East,70,136,Project 15,Manager 7,On Hold,2022-02-02,2023-07-17,Account 11,CAPEX,Infrastructure,9981
674,21,11,15,11,Under,176183,80377,2022-10-01,user_78,20220122,22,Saturday,1,2022,Site 11,South,-35,-8,Project 15,Manager 7,On Hold,2022-02-02,2023-07-17,Account 11,CAPEX,Infrastructure,9981
123,76,7,15,11,Over,161233,4743,2022-10-11,user_19,20220318,18,Friday,3,2022,Site 7,North,53,-79,Project 15,Manager 7,On Hold,2022-02-02,2023-07-17,Account 11,CAPEX,Infrastructure,9981
1011,22,1,35,11,Over,125824,176429,2023-03-09,user_73,20220123,23,Sunday,1,2022,Site 1,North,-84,-40,Project 35,Manager 10,Active,2022-01-04,2023-02-06,Account 11,CAPEX,Infrastructure,9981
402,27,5,35,11,Under,158730,170276,2023-10-28,user_88,20220128,28,Friday,1,2022,Site 5,North,-83,-133,Project 35,Manager 10,Active,2022-01-04,2023-02-06,Account 11,CAPEX,Infrastructure,9981
30,37,8,18,11,Under,146597,25122,2022-05-22,user_20,20220207,7,Monday,2,2022,Site 8,West,-34,49,Project 18,Manager 9,Completed,2022-06-24,2023-02-27,Account 11,CAPEX,Infrastructure,9981
1121,67,3,6,11,Under,110290,206472,2022-06-18,user_56,20220309,9,Wednesday,3,2022,Site 3,North,83,99,Project 6,Manager 6,Active,2022-04-28,2023-01-17,Account 11,CAPEX,Infrastructure,9981
988,93,2,6,11,Under,35335,104868,2022-10-18,user_59,20220404,4,Monday,4,2022,Site 2,South,-33,-109,Project 6,Manager 6,Active,2022-04-28,2023-01-17,Account 11,CAPEX,Infrastructure,9981
1074,6,20,29,11,On Budget,197497,153201,2022-05-13,user_28,20220107,7,Friday,1,2022,Site 20,South,-65,14,Project 29,Manager 9,Active,2022-05-16,2023-09-28,Account 11,CAPEX,Infrastructure,9981
865,58,13,44,11,On Budget,184011,14752,2022-04-10,user_69,20220228,28,Monday,2,2022,Site 13,North,1,-4,Project 44,Manager 7,On Hold,2022-06-23,2023-02-25,Account 11,CAPEX,Infrastructure,9981
303,41,7,24,11,Under,16984,151462,2022-08-15,user_95,20220211,11,Friday,2,2022,Site 7,North,53,-79,Project 24,Manager 1,On Hold,2022-06-15,2023-09-08,Account 11,CAPEX,Infrastructure,9981
595,93,19,32,11,Under,38610,179976,2023-11-03,user_31,20220404,4,Monday,4,2022,Site 19,South,-16,-140,Project 32,Manager 6,Completed,2022-09-22,2023-08-20,Account 11,CAPEX,Infrastructure,9981
378,48,15,32,11,On Budget,5648,206934,2022-04-06,user_94,20220218,18,Friday,2,2022,Site 15,North,6,-140,Project 32,Manager 6,Completed,2022-09-22,2023-08-20,Account 11,CAPEX,Infrastructure,9981
819,70,12,36,11,Under,42108,188642,2022-10-18,user_74,20220312,12,Saturday,3,2022,Site 12,North,-67,14,Project 36,Manager 1,Active,2022-02-04,2023-01-17,Account 11,CAPEX,Infrastructure,9981
475,72,13,36,11,Under,141233,124103,2022-01-13,user_90,20220314,14,Monday,3,2022,Site 13,North,1,-4,Project 36,Manager 1,Active,2022-02-04,2023-01-17,Account 11,CAPEX,Infrastructure,9981
267,52,14,33,11,Over,110076,179441,2022-04-08,user_24,20220222,22,Tuesday,2,2022,Site 14,East,-79,55,Project 33,Manager 2,Active,2022-04-26,2023-02-02,Account 11,CAPEX,Infrastructure,9981
562,88,9,10,27,Over,186035,209614,2022-10-30,user_27,20220330,30,Wednesday,3,2022,Site 9,East,-89,-99,Project 10,Manager 5,Active,2022-05-07,2023-10-15,Account 27,OPEX,Hardware,86717
380,64,9,21,27,Under,93540,147474,2023-08-15,user_17,20220306,6,Sunday,3,2022,Site 9,East,-89,-99,Project 21,Manager 3,On Hold,2022-02-24,2023-06-02,Account 27,OPEX,Hardware,86717
5,20,18,3,27,Under,157701,148841,2022-06-01,user_56,20220121,21,Friday,1,2022,Site 18,North,-79,158,Project 3,Manager 2,On Hold,2022-03-29,2023-10-01,Account 27,OPEX,Hardware,86717
715,85,3,3,27,Over,51829,12198,2022-07-26,user_14,20220327,27,Sunday,3,2022,Site 3,North,83,99,Project 3,Manager 2,On Hold,2022-03-29,2023-10-01,Account 27,OPEX,Hardware,86717
556,96,17,20,27,On Budget,148604,86289,2023-07-21,user_81,20220407,7,Thursday,4,2022,Site 17,East,57,-82,Project 20,Manager 1,On Hold,2022-05-15,2023-09-14,Account 27,OPEX,Hardware,86717
133,30,14,22,27,Under,109524,113049,2022-04-08,user_41,20220131,31,Monday,1,2022,Site 14,East,-79,55,Project 22,Manager 9,On Hold,2022-04-12,2023-03-20,Account 27,OPEX,Hardware,86717
1116,83,12,22,27,Over,37239,56924,2023-03-26,user_54,20220325,25,Friday,3,2022,Site 12,North,-67,14,Project 22,Manager 9,On Hold,2022-04-12,2023-03-20,Account 27,OPEX,Hardware,86717
431,29,5,13,27,Under,102580,183905,2023-10-08,user_83,20220130,30,Sunday,1,2022,Site 5,North,-83,-133,Project 13,Manager 3,On Hold,2022-09-10,2023-02-16,Account 27,OPEX,Hardware,86717
256,62,7,13,27,On Budget,76075,151329,2022-10-06,user_18,20220304,4,Friday,3,2022,Site 7,North,53,-79,Project 13,Manager 3,On Hold,2022-09-10,2023-02-16,Account 27,OPEX,Hardware,86717
654,27,8,13,27,Over,167161,97330,2022-06-09,user_100,20220128,28,Friday,1,2022,Site 8,West,-34,49,Project 13,Manager 3,On Hold,2022-09-10,2023-02-16,Account 27,OPEX,Hardware,86717
434,22,19,28,27,On Budget,108546,134056,2022-01-31,user_49,20220123,23,Sunday,1,2022,Site 19,South,-16,-140,Project 28,Manager 9,Active,2022-03-07,2023-09-01,Account 27,OPEX,Hardware,86717
697,25,9,25,27,Over,36971,205364,2022-09-12,user_50,20220126,26,Wednesday,1,2022,Site 9,East,-89,-99,Project 25,Manager 1,Active,2022-07-05,2023-06-07,Account 27,OPEX,Hardware,86717
470,71,2,25,27,On Budget,114741,144381,2023-05-02,user_74,20220313,13,Sunday,3,2022,Site 2,South,-33,-109,Project 25,Manager 1,Active,2022-07-05,2023-06-07,Account 27,OPEX,Hardware,86717
1048,24,13,25,27,On Budget,63847,9435,2022-01-24,user_72,20220125,25,Tuesday,1,2022,Site 13,North,1,-4,Project 25,Manager 1,Active,2022-07-05,2023-06-07,Account 27,OPEX,Hardware,86717
778,67,5,30,27,On Budget,123409,27708,2023-05-28,user_15,20220309,9,Wednesday,3,2022,Site 5,North,-83,-133,Project 30,Manager 10,Completed,2022-04-19,2023-10-04,Account 27,OPEX,Hardware,86717
960,18,7,12,27,Under,80881,149192,2023-05-18,user_6,20220119,19,Wednesday,1,2022,Site 7,North,53,-79,Project 12,Manager 10,Completed,2022-07-05,2023-04-23,Account 27,OPEX,Hardware,86717
47,44,1,27,27,Under,32666,117645,2023-01-06,user_82,20220214,14,Monday,2,2022,Site 1,North,-84,-40,Project 27,Manager 2,Active,2022-09-06,2023-02-05,Account 27,OPEX,Hardware,86717
522,90,5,27,27,Over,139108,192420,2023-09-25,user_16,20220401,1,Friday,4,2022,Site 5,North,-83,-133,Project 27,Manager 2,Active,2022-09-06,2023-02-05,Account 27,OPEX,Hardware,86717
644,71,10,47,27,On Budget,157812,95251,2022-12-22,user_36,20220313,13,Sunday,3,2022,Site 10,West,-3,-38,Project 47,Manager 5,Completed,2022-05-08,2023-02-08,Account 27,OPEX,Hardware,86717
157,45,12,47,27,On Budget,43716,65936,2022-04-16,user_19,20220215,15,Tuesday,2,2022,Site 12,North,-67,14,Project 47,Manager 5,Completed,2022-05-08,2023-02-08,Account 27,OPEX,Hardware,86717
1030,12,13,47,27,Over,66876,33342,2023-08-08,user_95,20220113,13,Thursday,1,2022,Site 13,North,1,-4,Project 47,Manager 5,Completed,2022-05-08,2023-02-08,Account 27,OPEX,Hardware,86717
323,13,14,15,27,Over,94284,162641,2023-09-21,user_77,20220114,14,Friday,1,2022,Site 14,East,-79,55,Project 15,Manager 7,On Hold,2022-02-02,2023-07-17,Account 27,OPEX,Hardware,86717
647,66,9,35,27,On Budget,70573,185978,2023-03-30,user_49,20220308,8,Tuesday,3,2022,Site 9,East,-89,-99,Project 35,Manager 10,Active,2022-01-04,2023-02-06,Account 27,OPEX,Hardware,86717
413,54,11,18,27,Over,154824,101729,2022-05-03,user_65,20220224,24,Thursday,2,2022,Site 11,South,-35,-8,Project 18,Manager 9,Completed,2022-06-24,2023-02-27,Account 27,OPEX,Hardware,86717
807,9,5,18,27,Over,93906,102367,2023-10-04,user_69,20220110,10,Monday,1,2022,Site 5,North,-83,-133,Project 18,Manager 9,Completed,2022-06-24,2023-02-27,Account 27,OPEX,Hardware,86717
637,50,1,6,27,Over,128645,161350,2023-03-22,user_12,20220220,20,Sunday,2,2022,Site 1,North,-84,-40,Project 6,Manager 6,Active,2022-04-28,2023-01-17,Account 27,OPEX,Hardware,86717
831,9,11,14,27,On Budget,159919,117022,2023-03-22,user_73,20220110,10,Monday,1,2022,Site 11,South,-35,-8,Project 14,Manager 1,Active,2022-03-20,2023-03-23,Account 27,OPEX,Hardware,86717
668,21,2,14,27,Under,129921,169114,2022-04-09,user_58,20220122,22,Saturday,1,2022,Site 2,South,-33,-109,Project 14,Manager 1,Active,2022-03-20,2023-03-23,Account 27,OPEX,Hardware,86717
989,77,10,44,27,Under,64211,149205,2023-02-22,user_38,20220319,19,Saturday,3,2022,Site 10,West,-3,-38,Project 44,Manager 7,On Hold,2022-06-23,2023-02-25,Account 27,OPEX,Hardware,86717
843,72,13,24,27,Under,45440,79620,2023-11-18,user_17,20220314,14,Monday,3,2022,Site 13,North,1,-4,Project 24,Manager 1,On Hold,2022-06-15,2023-09-08,Account 27,OPEX,Hardware,86717
389,18,13,50,27,Over,173185,181507,2022-05-27,user_9,20220119,19,Wednesday,1,2022,Site 13,North,1,-4,Project 50,Manager 3,Completed,2022-09-06,2023-09-04,Account 27,OPEX,Hardware,86717
151,30,17,36,27,On Budget,97842,22894,2023-02-11,user_95,20220131,31,Monday,1,2022,Site 17,East,57,-82,Project 36,Manager 1,Active,2022-02-04,2023-01-17,Account 27,OPEX,Hardware,86717
578,37,1,34,27,Under,139823,137361,2023-04-02,user_63,20220207,7,Monday,2,2022,Site 1,North,-84,-40,Project 34,Manager 6,Active,2022-10-11,2023-04-28,Account 27,OPEX,Hardware,86717
63,33,16,8,27,Over,110043,132908,2022-03-17,user_74,20220203,3,Thursday,2,2022,Site 16,East,70,136,Project 8,Manager 4,On Hold,2022-06-11,2023-04-19,Account 27,OPEX,Hardware,86717
1117,99,1,16,27,Under,94475,79171,2023-06-02,user_22,20220410,10,Sunday,4,2022,Site 1,North,-84,-40,Project 16,Manager 7,On Hold,2022-08-28,2023-09-28,Account 27,OPEX,Hardware,86717
231,54,8,11,27,Under,156437,193039,2022-11-17,user_25,20220224,24,Thursday,2,2022,Site 8,West,-34,49,Project 11,Manager 9,Completed,2022-10-27,2023-08-08,Account 27,OPEX,Hardware,86717
592,53,17,10,6,Over,62878,165712,2022-09-16,user_25,20220223,23,Wednesday,2,2022,Site 17,East,57,-82,Project 10,Manager 5,Active,2022-05-07,2023-10-15,Account 6,OPEX,Infrastructure,8665
145,11,2,10,6,On Budget,18044,180676,2022-03-25,user_35,20220112,12,Wednesday,1,2022,Site 2,South,-33,-109,Project 10,Manager 5,Active,2022-05-07,2023-10-15,Account 6,OPEX,Infrastructure,8665
854,46,10,19,6,Over,187203,160666,2022-11-08,user_94,20220216,16,Wednesday,2,2022,Site 10,West,-3,-38,Project 19,Manager 5,Completed,2022-03-22,2023-08-21,Account 6,OPEX,Infrastructure,8665
241,42,20,21,6,Under,166611,197808,2022-11-03,user_76,20220212,12,Saturday,2,2022,Site 20,South,-65,14,Project 21,Manager 3,On Hold,2022-02-24,2023-06-02,Account 6,OPEX,Infrastructure,8665
1003,100,10,46,6,Under,117900,39255,2022-11-16,user_92,20220411,11,Monday,4,2022,Site 10,West,-3,-38,Project 46,Manager 8,Active,2022-08-05,2023-04-04,Account 6,OPEX,Infrastructure,8665
661,47,20,17,6,On Budget,73904,66164,2022-10-03,user_61,20220217,17,Thursday,2,2022,Site 20,South,-65,14,Project 17,Manager 5,On Hold,2022-01-06,2023-02-28,Account 6,OPEX,Infrastructure,8665
875,99,11,17,6,Over,77689,207713,2022-03-05,user_49,20220410,10,Sunday,4,2022,Site 11,South,-35,-8,Project 17,Manager 5,On Hold,2022-01-06,2023-02-28,Account 6,OPEX,Infrastructure,8665
1027,55,2,13,6,Under,40764,11639,2022-09-22,user_36,20220225,25,Friday,2,2022,Site 2,South,-33,-109,Project 13,Manager 3,On Hold,2022-09-10,2023-02-16,Account 6,OPEX,Infrastructure,8665
461,22,20,28,6,Over,31544,90794,2022-07-30,user_25,20220123,23,Sunday,1,2022,Site 20,South,-65,14,Project 28,Manager 9,Active,2022-03-07,2023-09-01,Account 6,OPEX,Infrastructure,8665
48,59,5,28,6,On Budget,141772,174513,2022-10-04,user_79,20220301,1,Tuesday,3,2022,Site 5,North,-83,-133,Project 28,Manager 9,Active,2022-03-07,2023-09-01,Account 6,OPEX,Infrastructure,8665
325,71,13,28,6,On Budget,158583,177191,2023-01-25,user_11,20220313,13,Sunday,3,2022,Site 13,North,1,-4,Project 28,Manager 9,Active,2022-03-07,2023-09-01,Account 6,OPEX,Infrastructure,8665
467,12,18,25,6,Under,104993,100836,2022-07-11,user_58,20220113,13,Thursday,1,2022,Site 18,North,-79,158,Project 25,Manager 1,Active,2022-07-05,2023-06-07,Account 6,OPEX,Infrastructure,8665
633,71,18,31,6,Under,151563,149466,2023-05-11,user_33,20220313,13,Sunday,3,2022,Site 18,North,-79,158,Project 31,Manager 4,On Hold,2022-06-09,2023-07-24,Account 6,OPEX,Infrastructure,8665
777,39,10,30,6,Under,82180,164729,2022-02-25,user_89,20220209,9,Wednesday,2,2022,Site 10,West,-3,-38,Project 30,Manager 10,Completed,2022-04-19,2023-10-04,Account 6,OPEX,Infrastructure,8665
942,46,10,30,6,On Budget,47150,190597,2023-07-03,user_37,20220216,16,Wednesday,2,2022,Site 10,West,-3,-38,Project 30,Manager 10,Completed,2022-04-19,2023-10-04,Account 6,OPEX,Infrastructure,8665
789,72,7,4,6,Over,19434,175252,2022-12-24,user_5,20220314,14,Monday,3,2022,Site 7,North,53,-79,Project 4,Manager 4,Active,2022-08-25,2023-07-14,Account 6,OPEX,Infrastructure,8665
791,14,14,12,6,On Budget,79548,164193,2023-11-08,user_89,20220115,15,Saturday,1,2022,Site 14,East,-79,55,Project 12,Manager 10,Completed,2022-07-05,2023-04-23,Account 6,OPEX,Infrastructure,8665
443,50,12,12,6,Over,160325,87362,2023-01-03,user_76,20220220,20,Sunday,2,2022,Site 12,North,-67,14,Project 12,Manager 10,Completed,2022-07-05,2023-04-23,Account 6,OPEX,Infrastructure,8665
359,46,15,40,6,On Budget,190070,81973,2023-09-22,user_76,20220216,16,Wednesday,2,2022,Site 15,North,6,-140,Project 40,Manager 8,Active,2022-08-31,2023-07-28,Account 6,OPEX,Infrastructure,8665
959,82,9,27,6,On Budget,126141,190186,2023-08-05,user_97,20220324,24,Thursday,3,2022,Site 9,East,-89,-99,Project 27,Manager 2,Active,2022-09-06,2023-02-05,Account 6,OPEX,Infrastructure,8665
1054,94,7,27,6,Under,43258,11542,2022-10-25,user_34,20220405,5,Tuesday,4,2022,Site 7,North,53,-79,Project 27,Manager 2,Active,2022-09-06,2023-02-05,Account 6,OPEX,Infrastructure,8665
963,86,10,27,6,Under,185313,173026,2022-09-08,user_4,20220328,28,Monday,3,2022,Site 10,West,-3,-38,Project 27,Manager 2,Active,2022-09-06,2023-02-05,Account 6,OPEX,Infrastructure,8665
36,87,13,47,6,Under,38456,167120,2023-07-01,user_4,20220329,29,Tuesday,3,2022,Site 13,North,1,-4,Project 47,Manager 5,Completed,2022-05-08,2023-02-08,Account 6,OPEX,Infrastructure,8665
858,2,4,39,6,On Budget,198715,43619,2023-11-06,user_58,20220103,3,Monday,1,2022,Site 4,North,61,36,Project 39,Manager 9,Active,2022-10-20,2023-10-23,Account 6,OPEX,Infrastructure,8665
492,61,5,42,6,On Budget,7218,62659,2022-09-16,user_78,20220303,3,Thursday,3,2022,Site 5,North,-83,-133,Project 42,Manager 6,Completed,2022-07-30,2023-08-28,Account 6,OPEX,Infrastructure,8665
9,95,8,18,6,On Budget,33336,104281,2022-02-09,user_61,20220406,6,Wednesday,4,2022,Site 8,West,-34,49,Project 18,Manager 9,Completed,2022-06-24,2023-02-27,Account 6,OPEX,Infrastructure,8665
755,77,18,6,6,Over,136242,124058,2023-07-29,user_92,20220319,19,Saturday,3,2022,Site 18,North,-79,158,Project 6,Manager 6,Active,2022-04-28,2023-01-17,Account 6,OPEX,Infrastructure,8665
1103,90,14,2,6,Under,195371,54384,2023-04-26,user_45,20220401,1,Friday,4,2022,Site 14,East,-79,55,Project 2,Manager 6,Completed,2022-04-18,2023-05-17,Account 6,OPEX,Infrastructure,8665
141,89,9,2,6,Under,189208,203861,2022-11-13,user_44,20220331,31,Thursday,3,2022,Site 9,East,-89,-99,Project 2,Manager 6,Completed,2022-04-18,2023-05-17,Account 6,OPEX,Infrastructure,8665
677,33,3,14,6,Under,32003,29048,2022-03-07,user_61,20220203,3,Thursday,2,2022,Site 3,North,83,99,Project 14,Manager 1,Active,2022-03-20,2023-03-23,Account 6,OPEX,Infrastructure,8665
877,26,20,26,6,On Budget,133989,32424,2022-05-28,user_70,20220127,27,Thursday,1,2022,Site 20,South,-65,14,Project 26,Manager 4,Active,2022-05-04,2023-10-18,Account 6,OPEX,Infrastructure,8665
822,12,14,26,6,On Budget,161269,159387,2023-10-07,user_89,20220113,13,Thursday,1,2022,Site 14,East,-79,55,Project 26,Manager 4,Active,2022-05-04,2023-10-18,Account 6,OPEX,Infrastructure,8665
606,31,20,44,6,On Budget,41797,120974,2022-06-13,user_23,20220201,1,Tuesday,2,2022,Site 20,South,-65,14,Project 44,Manager 7,On Hold,2022-06-23,2023-02-25,Account 6,OPEX,Infrastructure,8665
662,79,11,24,6,Under,116134,59189,2023-03-06,user_90,20220321,21,Monday,3,2022,Site 11,South,-35,-8,Project 24,Manager 1,On Hold,2022-06-15,2023-09-08,Account 6,OPEX,Infrastructure,8665
621,19,19,50,6,On Budget,177922,137904,2022-09-28,user_22,20220120,20,Thursday,1,2022,Site 19,South,-16,-140,Project 50,Manager 3,Completed,2022-09-06,2023-09-04,Account 6,OPEX,Infrastructure,8665
724,86,14,7,6,Over,149170,109265,2023-06-01,user_44,20220328,28,Monday,3,2022,Site 14,East,-79,55,Project 7,Manager 6,Completed,2022-05-18,2023-02-03,Account 6,OPEX,Infrastructure,8665
1114,6,17,7,6,On Budget,35948,57840,2023-01-06,user_21,20220107,7,Friday,1,2022,Site 17,East,57,-82,Project 7,Manager 6,Completed,2022-05-18,2023-02-03,Account 6,OPEX,Infrastructure,8665
898,90,12,36,6,Under,68869,156564,2022-02-11,user_18,20220401,1,Friday,4,2022,Site 12,North,-67,14,Project 36,Manager 1,Active,2022-02-04,2023-01-17,Account 6,OPEX,Infrastructure,8665
353,95,8,34,6,On Budget,46978,90766,2023-07-28,user_55,20220406,6,Wednesday,4,2022,Site 8,West,-34,49,Project 34,Manager 6,Active,2022-10-11,2023-04-28,Account 6,OPEX,Infrastructure,8665
573,67,3,33,6,Under,147365,144780,2023-02-18,user_12,20220309,9,Wednesday,3,2022,Site 3,North,83,99,Project 33,Manager 2,Active,2022-04-26,2023-02-02,Account 6,OPEX,Infrastructure,8665
704,48,3,16,6,Under,28960,183816,2023-09-26,user_44,20220218,18,Friday,2,2022,Site 3,North,83,99,Project 16,Manager 7,On Hold,2022-08-28,2023-09-28,Account 6,OPEX,Infrastructure,8665
902,58,14,16,6,On Budget,186318,13862,2023-09-03,user_24,20220228,28,Monday,2,2022,Site 14,East,-79,55,Project 16,Manager 7,On Hold,2022-08-28,2023-09-28,Account 6,OPEX,Infrastructure,8665
68,11,6,16,6,On Budget,24677,45034,2022-01-03,user_53,20220112,12,Wednesday,1,2022,Site 6,South,-31,78,Project 16,Manager 7,On Hold,2022-08-28,2023-09-28,Account 6,OPEX,Infrastructure,8665
676,58,14,11,6,Over,37778,194781,2022-08-29,user_85,20220228,28,Monday,2,2022,Site 14,East,-79,55,Project 11,Manager 9,Completed,2022-10-27,2023-08-08,Account 6,OPEX,Infrastructure,8665
99,88,6,11,6,Over,164774,104281,2023-09-27,user_88,20220330,30,Wednesday,3,2022,Site 6,South,-31,78,Project 11,Manager 9,Completed,2022-10-27,2023-08-08,Account 6,OPEX,Infrastructure,8665
64,81,2,10,5,On Budget,84648,26329,2022-09-12,user_16,20220323,23,Wednesday,3,2022,Site 2,South,-33,-109,Project 10,Manager 5,Active,2022-05-07,2023-10-15,Account 5,OPEX,Infrastructure,25890
739,38,13,10,5,Under,26638,128742,2023-08-09,user_96,20220208,8,Tuesday,2,2022,Site 13,North,1,-4,Project 10,Manager 5,Active,2022-05-07,2023-10-15,Account 5,OPEX,Infrastructure,25890
100,31,16,38,5,Over,125887,171222,2022-09-18,user_59,20220201,1,Tuesday,2,2022,Site 16,East,70,136,Project 38,Manager 5,On Hold,2022-09-06,2023-04-20,Account 5,OPEX,Infrastructure,25890
208,98,3,37,5,On Budget,101193,108342,2022-11-18,user_84,20220409,9,Saturday,4,2022,Site 3,North,83,99,Project 37,Manager 6,Active,2022-09-21,2023-05-02,Account 5,OPEX,Infrastructure,25890
944,6,11,37,5,Under,73264,100907,2022-07-08,user_27,20220107,7,Friday,1,2022,Site 11,South,-35,-8,Project 37,Manager 6,Active,2022-09-21,2023-05-02,Account 5,OPEX,Infrastructure,25890
824,11,15,37,5,Over,188133,126755,2022-04-10,user_59,20220112,12,Wednesday,1,2022,Site 15,North,6,-140,Project 37,Manager 6,Active,2022-09-21,2023-05-02,Account 5,OPEX,Infrastructure,25890
363,22,16,19,5,Over,87465,122227,2023-09-27,user_7,20220123,23,Sunday,1,2022,Site 16,East,70,136,Project 19,Manager 5,Completed,2022-03-22,2023-08-21,Account 5,OPEX,Infrastructure,25890
397,2,12,21,5,Under,153997,114326,2023-01-10,user_70,20220103,3,Monday,1,2022,Site 12,North,-67,14,Project 21,Manager 3,On Hold,2022-02-24,2023-06-02,Account 5,OPEX,Infrastructure,25890
170,11,19,43,5,Under,86325,175980,2023-11-10,user_51,20220112,12,Wednesday,1,2022,Site 19,South,-16,-140,Project 43,Manager 1,On Hold,2022-02-20,2023-02-01,Account 5,OPEX,Infrastructure,25890
977,19,8,20,5,Over,39135,24605,2023-03-12,user_89,20220120,20,Thursday,1,2022,Site 8,West,-34,49,Project 20,Manager 1,On Hold,2022-05-15,2023-09-14,Account 5,OPEX,Infrastructure,25890
109,54,6,13,5,On Budget,100907,143159,2023-05-29,user_35,20220224,24,Thursday,2,2022,Site 6,South,-31,78,Project 13,Manager 3,On Hold,2022-09-10,2023-02-16,Account 5,OPEX,Infrastructure,25890
473,22,7,13,5,Over,115985,24543,2023-12-01,user_56,20220123,23,Sunday,1,2022,Site 7,North,53,-79,Project 13,Manager 3,On Hold,2022-09-10,2023-02-16,Account 5,OPEX,Infrastructure,25890
497,84,10,13,5,On Budget,67993,18883,2023-09-07,user_52,20220326,26,Saturday,3,2022,Site 10,West,-3,-38,Project 13,Manager 3,On Hold,2022-09-10,2023-02-16,Account 5,OPEX,Infrastructure,25890
665,56,13,13,5,On Budget,44203,127990,2022-01-10,user_23,20220226,26,Saturday,2,2022,Site 13,North,1,-4,Project 13,Manager 3,On Hold,2022-09-10,2023-02-16,Account 5,OPEX,Infrastructure,25890
235,2,4,28,5,Under,195711,99886,2023-02-17,user_47,20220103,3,Monday,1,2022,Site 4,North,61,36,Project 28,Manager 9,Active,2022-03-07,2023-09-01,Account 5,OPEX,Infrastructure,25890
1062,91,17,28,5,Under,35629,86121,2022-02-15,user_17,20220402,2,Saturday,4,2022,Site 17,East,57,-82,Project 28,Manager 9,Active,2022-03-07,2023-09-01,Account 5,OPEX,Infrastructure,25890
1053,96,16,25,5,Under,59160,161308,2022-08-09,user_37,20220407,7,Thursday,4,2022,Site 16,East,70,136,Project 25,Manager 1,Active,2022-07-05,2023-06-07,Account 5,OPEX,Infrastructure,25890
936,36,4,45,5,Under,44452,57544,2023-06-18,user_81,20220206,6,Sunday,2,2022,Site 4,North,61,36,Project 45,Manager 4,Active,2022-04-08,2023-10-02,Account 5,OPEX,Infrastructure,25890
520,33,16,45,5,Over,187240,183762,2023-10-08,user_2,20220203,3,Thursday,2,2022,Site 16,East,70,136,Project 45,Manager 4,Active,2022-04-08,2023-10-02,Account 5,OPEX,Infrastructure,25890
901,99,16,45,5,Over,42509,171726,2022-10-05,user_67,20220410,10,Sunday,4,2022,Site 16,East,70,136,Project 45,Manager 4,Active,2022-04-08,2023-10-02,Account 5,OPEX,Infrastructure,25890
967,41,15,45,5,Under,47810,17864,2022-10-07,user_47,20220211,11,Friday,2,2022,Site 15,North,6,-140,Project 45,Manager 4,Active,2022-04-08,2023-10-02,Account 5,OPEX,Infrastructure,25890
31,30,13,45,5,On Budget,61086,20837,2023-03-01,user_53,20220131,31,Monday,1,2022,Site 13,North,1,-4,Project 45,Manager 4,Active,2022-04-08,2023-10-02,Account 5,OPEX,Infrastructure,25890
420,54,16,4,5,On Budget,78354,28386,2022-02-14,user_30,20220224,24,Thursday,2,2022,Site 16,East,70,136,Project 4,Manager 4,Active,2022-08-25,2023-07-14,Account 5,OPEX,Infrastructure,25890
401,69,18,40,5,Under,26914,85240,2022-03-22,user_66,20220311,11,Friday,3,2022,Site 18,North,-79,158,Project 40,Manager 8,Active,2022-08-31,2023-07-28,Account 5,OPEX,Infrastructure,25890
741,90,5,49,5,Under,151616,55932,2023-05-15,user_51,20220401,1,Friday,4,2022,Site 5,North,-83,-133,Project 49,Manager 9,Active,2022-02-17,2023-05-02,Account 5,OPEX,Infrastructure,25890
217,53,19,5,5,Under,173385,23441,2023-04-06,user_60,20220223,23,Wednesday,2,2022,Site 19,South,-16,-140,Project 5,Manager 5,On Hold,2022-10-13,2023-04-23,Account 5,OPEX,Infrastructure,25890
218,88,17,23,5,On Budget,172718,158084,2022-07-06,user_99,20220330,30,Wednesday,3,2022,Site 17,East,57,-82,Project 23,Manager 6,Active,2022-10-04,2023-09-29,Account 5,OPEX,Infrastructure,25890
482,90,4,15,5,Under,199962,120158,2022-11-25,user_35,20220401,1,Friday,4,2022,Site 4,North,61,36,Project 15,Manager 7,On Hold,2022-02-02,2023-07-17,Account 5,OPEX,Infrastructure,25890
759,72,9,15,5,Under,107982,176210,2022-05-21,user_12,20220314,14,Monday,3,2022,Site 9,East,-89,-99,Project 15,Manager 7,On Hold,2022-02-02,2023-07-17,Account 5,OPEX,Infrastructure,25890
180,21,7,39,5,Under,18678,172081,2023-05-08,user_48,20220122,22,Saturday,1,2022,Site 7,North,53,-79,Project 39,Manager 9,Active,2022-10-20,2023-10-23,Account 5,OPEX,Infrastructure,25890
